源文档,原始行号,所属章节,行意图,对应需求ID或背景,审阅结论,问题ID,原文,审阅范围,源快照SHA256
product-design.md,652,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：进度5天未更新,RISK-008,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|进度5天未更新|预测标过期，不能当作连续零产出也不能自动正常|执行团队补实际记录|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,653,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：缺客户下单时间或要求,DATA-008,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|缺客户下单时间或要求|本次发货事实仍可见，订单超时“待判定”|订单数据责任团队补齐|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,654,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：发货与生产批次归属不明,OBJECT-008,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|发货与生产批次归属不明|订单时效可算；生产任务实发归属待定|履约仓确认来源分配|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,655,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：退回／返工／事件撤销,DATA-001/003,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|退回／返工／事件撤销|追加纠错链与新轮次，重算受影响范围|相应业务负责人确认事实|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,657,15. 角色、权限、Web／PDA与图片,组织文档或图表语法：15. 角色、权限、Web／PDA与图片,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 15. 角色、权限、Web／PDA与图片,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,659,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：角色,ROLE-001/002/003/004,条文成立；本次仅确认设计语义，当前实现需另核对,,|角色|可看|可操作|不能替代的事实|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,660,15. 角色、权限、Web／PDA与图片,组织文档或图表语法：|---|---|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,661,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：供应链管理,ROLE-001/002,条文成立；本次仅确认设计语义，当前实现需另核对,,|供应链管理|全局、团队、历史和规则效果|查看／导出；授权范围的规则发布和任务变更决策|不能把图表状态当真实收发动作|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,662,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：主跟单及跟单主管,ROLE-001/002,条文成立；本次仅确认设计语义，当前实现需另核对,,|主跟单及跟单主管|本人／团队全程，相关卡点及责任|登记跟进、判断待办、发起变更、查看来源|不能手动虚增到货／完工／发货数量|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,663,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：采购／仓储／工厂负责人,ROLE-001/002,条文成立；本次仅确认设计语义，当前实现需另核对,,|采购／仓储／工厂负责人|自己工作与必要上游下游|补负责人预计日期、响应跟进、转来源业务办理|不改其他团队实际事件|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,664,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：规则管理员,ROLE-002；CONFIG-009,条文成立；本次仅确认设计语义，当前实现需另核对,,|规则管理员|规则、样例、冲突与发布范围|维护规则与映射、发布版本|变更不能自动洗掉在途逾期|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,665,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：数据负责人,ROLE-002；DATA-004,条文成立；本次仅确认设计语义，当前实现需另核对,,|数据负责人|异常来源、未匹配记录|确认关联或转来源纠错|不能编造缺失时刻|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,666,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：一线员工,ROLE-003,条文成立；本次仅确认设计语义，当前实现需另核对,,|一线员工|继续使用当前FCS/PDA执行页|扫码、收发、质检等已有动作|不要求操作全链路甘特或配置|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,668,15. 角色、权限、Web／PDA与图片,定义管理/跟单/执行/规则/数据角色权限与WebPDA打印边界｜本行：DDS以管理Web为主。工厂屏面向主管，1024×768可安排优先级；不新建PDA大屏和新的打印业务单。现有PDA／Web收发／质检事实被引用，,ROLE-001/002/003/004,条文成立；本次仅确认设计语义，当前实现需另核对,,DDS以管理Web为主。工厂屏面向主管，1024×768可安排优先级；不新建PDA大屏和新的打印业务单。现有PDA／Web收发／质检事实被引用，原业务打印入口保留。DDS只提供报表导出／打印，标明快照、过滤条件、时区、规则版本及Mock标识。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,670,15. 角色、权限、Web／PDA与图片,规定真实对应图片、缩略图大图和失败说明｜本行：款式和物料出现在列表、详情、抽屉、导出可视报表时必须使用对象对应图片；缩略图与名称编码同块，点击原图、关闭／遮罩／Esc、保持比例、失败态与替代,ROLE-005/006/007,条文成立；本次仅确认设计语义，当前实现需另核对,,款式和物料出现在列表、详情、抽屉、导出可视报表时必须使用对象对应图片；缩略图与名称编码同块，点击原图、关闭／遮罩／Esc、保持比例、失败态与替代说明。不能照搬旧代码按品类猜一张图的回退方式。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,672,15. 角色、权限、Web／PDA与图片,记录款式素材和缺物料素材｜本行：本例沿用原型明确映射的SPU-HOODIE-082“连帽拉链卫衣”及`/production-confirmation-demo/grey-zi,ROLE-005/007；OPEN-002,当前缺素材声明与矩阵OPEN-002解除缺图表述冲突，需更新版本状态,F14,本例沿用原型明确映射的SPU-HOODIE-082“连帽拉链卫衣”及`/production-confirmation-demo/grey-zip-hoodie.png`。本例新增待染原料和辅料的对应实物图目前没有确认，数据资产清单明确为缺素材；不得用无关图片补齐并宣称页面可交付。静态甘特图只表现任务与数量，没有展示或冒充款式／物料图片。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,674,16. 原型交互反馈、空状态与性能,组织文档或图表语法：16. 原型交互反馈、空状态与性能,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 16. 原型交互反馈、空状态与性能,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,676,16. 原型交互反馈、空状态与性能,定义空态、局部交互和严格性能门禁｜本行：空列表区分没有符合条件、本人暂无任务、尚无实际发货、来源未接入、加载失败和权限不可见；分别提供重置条件、返回列表、查看数据事项等合理动作。接口／,UX-001/002/003/004/005；PERF-001/002/003/004/005,交互与门禁原则成立；680设计阶段未改行为说明与末尾现状矛盾,F14,空列表区分没有符合条件、本人暂无任务、尚无实际发货、来源未接入、加载失败和权限不可见；分别提供重置条件、返回列表、查看数据事项等合理动作。接口／源数据错误保留上次快照并明确过期，不清空为0。导出无数据应说明，不能下载空壳成功。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,678,16. 原型交互反馈、空状态与性能,定义空态、局部交互和严格性能门禁｜本行：筛选统计一致；查询重置列状态规则遵循当前标准列表；弹窗、抽屉、依赖展开、列设置、图像预览局部DOM更新，不整页重绘。大图保持关闭后列表位置，输入,UX-001/002/003/004/005；PERF-001/002/003/004/005,交互与门禁原则成立；680设计阶段未改行为说明与末尾现状矛盾,F14,筛选统计一致；查询重置列状态规则遵循当前标准列表；弹窗、抽屉、依赖展开、列设置、图像预览局部DOM更新，不整页重绘。大图保持关闭后列表位置，输入不丢焦点，异步结束不覆盖用户刚更改的筛选。所有按钮必须有行为；未实现的演示来源明确说明。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,680,16. 原型交互反馈、空状态与性能,定义空态、局部交互和严格性能门禁｜本行：原型实施时遵循项目硬门禁：受影响页面首次进入、冷启动、刷新、站内切换、所有交互（含导出与图示）每次完整可用响应均须严格小于200ms；每项至少5,UX-001/002/003/004/005；PERF-001/002/003/004/005,交互与门禁原则成立；680设计阶段未改行为说明与末尾现状矛盾,F14,原型实施时遵循项目硬门禁：受影响页面首次进入、冷启动、刷新、站内切换、所有交互（含导出与图示）每次完整可用响应均须严格小于200ms；每项至少5次含首次，记录原始值、最大值、数据量、缓存与设备。不能以Loading、部分占位、提前停止计时或平均值过关。当前交付只增加设计资料和静态图示，不改运行时行为，因此不做页面性能通过声明；未来有任一缺证／超时即不算页面完成。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,682,17. Mock场景与验收样例,组织文档或图表语法：17. Mock场景与验收样例,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 17. Mock场景与验收样例,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,684,17. Mock场景与验收样例,固定快照并要求表图公式同一数据｜本行：全部动态日期以`2026-09-17 10:00 Asia/Shanghai`固定，不以打开页面的真实当天造成结果漂移。JSON为唯一示例数据源,MOCK-001/003,条文成立；本次仅确认设计语义，当前实现需另核对,,全部动态日期以`2026-09-17 10:00 Asia/Shanghai`固定，不以打开页面的真实当天造成结果漂移。JSON为唯一示例数据源，统计、表格和图示由同一份生成。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
